dataset,n_keys,layer1,layer2,n_models,bounds,search,size_in_bytes,rep,n_samples,budget_in_bytes,is_guideline,lookup_time,lookup_accu
books_200M_uint64,200000000,cubic_spline,linear_regression,2728,labs,binary,65520,2,20000000,65536,0,6992849817,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,2046,lind,model_biased_binary,65520,0,20000000,65536,0,6891325491,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,2046,lind,model_biased_binary,65520,1,20000000,65536,0,6891696732,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,2046,lind,model_biased_binary,65520,2,20000000,65536,0,6891464753,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,4094,none,model_biased_exponential,65536,0,20000000,65536,0,8289101635,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,4094,none,model_biased_exponential,65536,1,20000000,65536,0,8298258905,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,4094,none,model_biased_exponential,65536,2,20000000,65536,0,8288301327,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,2729,labs,binary,65528,0,20000000,65536,0,7731142508,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,2729,labs,binary,65528,1,20000000,65536,0,7731174093,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,2729,labs,binary,65528,2,20000000,65536,0,7731762605,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,2047,lind,model_biased_binary,65536,0,20000000,65536,0,7737890346,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,2047,lind,model_biased_binary,65536,1,20000000,65536,0,7738043951,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,2047,lind,model_biased_binary,65536,2,20000000,65536,0,7738134854,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,4094,none,model_biased_exponential,65528,0,20000000,65536,0,7579137812,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,4094,none,model_biased_exponential,65528,1,20000000,65536,0,7579866006,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,4094,none,model_biased_exponential,65528,2,20000000,65536,0,7569532873,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,2729,labs,binary,65520,0,20000000,65536,0,6856558841,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,2729,labs,binary,65520,1,20000000,65536,0,6865317807,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,2729,labs,binary,65520,2,20000000,65536,0,6864998135,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,2047,lind,model_biased_binary,65528,0,20000000,65536,0,7254585500,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,2047,lind,model_biased_binary,65528,1,20000000,65536,0,7253386662,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,2047,lind,model_biased_binary,65528,2,20000000,65536,0,7253031002,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2729,labs,binary,65528,0,20000000,65536,1,6805327081,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2729,labs,binary,65528,1,20000000,65536,1,6803943550,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2729,labs,binary,65528,2,20000000,65536,1,6805032818,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,8190,none,model_biased_exponential,131072,0,20000000,131072,0,6201510031,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,8190,none,model_biased_exponential,131072,1,20000000,131072,0,6200977343,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,8190,none,model_biased_exponential,131072,2,20000000,131072,0,6200173874,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,5460,labs,binary,131072,0,20000000,131072,0,6432662722,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,5460,labs,binary,131072,1,20000000,131072,0,6441190162,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,5460,labs,binary,131072,2,20000000,131072,0,6442167412,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,4095,lind,model_biased_binary,131072,0,20000000,131072,0,6324339102,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,4095,lind,model_biased_binary,131072,1,20000000,131072,0,6325341376,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,4095,lind,model_biased_binary,131072,2,20000000,131072,0,6333853437,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,8189,none,model_biased_exponential,131072,0,20000000,131072,0,6458810268,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,8189,none,model_biased_exponential,131072,1,20000000,131072,0,6457728391,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,8189,none,model_biased_exponential,131072,2,20000000,131072,0,6458317792,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,5459,labs,binary,131064,0,20000000,131072,0,6593500163,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,5459,labs,binary,131064,1,20000000,131072,0,6593195423,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,5459,labs,binary,131064,2,20000000,131072,0,6593678320,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,4094,lind,model_biased_binary,131056,0,20000000,131072,0,6500113101,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,4094,lind,model_biased_binary,131056,1,20000000,131072,0,6509114574,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,4094,lind,model_biased_binary,131056,2,20000000,131072,0,6508802224,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,8190,none,model_biased_exponential,131072,0,20000000,131072,0,7772945100,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,8190,none,model_biased_exponential,131072,1,20000000,131072,0,7772628741,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,8190,none,model_biased_exponential,131072,2,20000000,131072,0,7771852436,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,5460,labs,binary,131072,0,20000000,131072,0,7380545285,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,5460,labs,binary,131072,1,20000000,131072,0,7380602017,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,5460,labs,binary,131072,2,20000000,131072,0,7379506364,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,4095,lind,model_biased_binary,131072,0,20000000,131072,0,7401173168,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,4095,lind,model_biased_binary,131072,1,20000000,131072,0,7402217986,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,4095,lind,model_biased_binary,131072,2,20000000,131072,0,7401473142,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,8190,none,model_biased_exponential,131064,0,20000000,131072,0,6955498435,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,8190,none,model_biased_exponential,131064,1,20000000,131072,0,6956439195,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,8190,none,model_biased_exponential,131064,2,20000000,131072,0,6956219124,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,5460,labs,binary,131064,0,20000000,131072,0,6420642654,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,5460,labs,binary,131064,1,20000000,131072,0,6429462880,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,5460,labs,binary,131064,2,20000000,131072,0,6419437126,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,4095,lind,model_biased_binary,131064,0,20000000,131072,0,6706249086,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,4095,lind,model_biased_binary,131064,1,20000000,131072,0,6714891453,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,4095,lind,model_biased_binary,131064,2,20000000,131072,0,6705584608,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,8190,none,model_biased_exponential,131072,0,20000000,131072,1,6197077559,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,8190,none,model_biased_exponential,131072,1,20000000,131072,1,6195752824,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,8190,none,model_biased_exponential,131072,2,20000000,131072,1,6189752421,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,16382,none,model_biased_exponential,262144,0,20000000,262144,0,5677519574,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,16382,none,model_biased_exponential,262144,1,20000000,262144,0,5671938544,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,16382,none,model_biased_exponential,262144,2,20000000,262144,0,5679759666,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,10921,labs,binary,262136,0,20000000,262144,0,6042721718,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,10921,labs,binary,262136,1,20000000,262144,0,6036204497,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,10921,labs,binary,262136,2,20000000,262144,0,6044379632,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,8191,lind,model_biased_binary,262144,0,20000000,262144,0,5975483388,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,8191,lind,model_biased_binary,262144,1,20000000,262144,0,5979038539,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,8191,lind,model_biased_binary,262144,2,20000000,262144,0,5973806281,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,16381,none,model_biased_exponential,262144,0,20000000,262144,0,5967641855,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,16381,none,model_biased_exponential,262144,1,20000000,262144,0,5961844877,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,16381,none,model_biased_exponential,262144,2,20000000,262144,0,5967252898,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,10920,labs,binary,262128,0,20000000,262144,0,6195696521,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,10920,labs,binary,262128,1,20000000,262144,0,6191475406,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,10920,labs,binary,262128,2,20000000,262144,0,6192293183,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,8190,lind,model_biased_binary,262128,0,20000000,262144,0,6133979783,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,8190,lind,model_biased_binary,262128,1,20000000,262144,0,6127311334,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,8190,lind,model_biased_binary,262128,2,20000000,262144,0,6125655523,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,16382,none,model_biased_exponential,262144,0,20000000,262144,0,7339662850,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,16382,none,model_biased_exponential,262144,1,20000000,262144,0,7338409060,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,16382,none,model_biased_exponential,262144,2,20000000,262144,0,7336734619,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,10921,labs,binary,262136,0,20000000,262144,0,7033779561,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,10921,labs,binary,262136,1,20000000,262144,0,7040947270,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,10921,labs,binary,262136,2,20000000,262144,0,7032782671,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,8191,lind,model_biased_binary,262144,0,20000000,262144,0,7051983467,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,8191,lind,model_biased_binary,262144,1,20000000,262144,0,7051461584,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,8191,lind,model_biased_binary,262144,2,20000000,262144,0,7050742137,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,16382,none,model_biased_exponential,262136,0,20000000,262144,0,6473865662,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,16382,none,model_biased_exponential,262136,1,20000000,262144,0,6472943784,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,16382,none,model_biased_exponential,262136,2,20000000,262144,0,6473132457,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,10921,labs,binary,262128,0,20000000,262144,0,6099079846,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,10921,labs,binary,262128,1,20000000,262144,0,6096685191,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,10921,labs,binary,262128,2,20000000,262144,0,6089679520,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,8191,lind,model_biased_binary,262136,0,20000000,262144,0,6282825265,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,8191,lind,model_biased_binary,262136,1,20000000,262144,0,6285826817,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,8191,lind,model_biased_binary,262136,2,20000000,262144,0,6284056580,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,16382,none,model_biased_exponential,262144,0,20000000,262144,1,5682218364,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,16382,none,model_biased_exponential,262144,1,20000000,262144,1,5683284127,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,16382,none,model_biased_exponential,262144,2,20000000,262144,1,5677695586,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,32766,none,model_biased_exponential,524288,0,20000000,524288,0,5270054068,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,32766,none,model_biased_exponential,524288,1,20000000,524288,0,5261591242,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,32766,none,model_biased_exponential,524288,2,20000000,524288,0,5270060036,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,21844,labs,binary,524288,0,20000000,524288,0,5667548666,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,21844,labs,binary,524288,1,20000000,524288,0,5676024821,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,21844,labs,binary,524288,2,20000000,524288,0,5675669209,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,16383,lind,model_biased_binary,524288,0,20000000,524288,0,5623864206,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,16383,lind,model_biased_binary,524288,1,20000000,524288,0,5618821564,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,16383,lind,model_biased_binary,524288,2,20000000,524288,0,5629773287,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,32765,none,model_biased_exponential,524288,0,20000000,524288,0,5538815921,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,32765,none,model_biased_exponential,524288,1,20000000,524288,0,5525884497,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,32765,none,model_biased_exponential,524288,2,20000000,524288,0,5529899911,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,21843,labs,binary,524280,0,20000000,524288,0,5838666086,2000207222435828
