dataset,layer1,layer2,n_models,bounds,size_in_bytes,mean_interval,median_interval,stdev_interval,min_interval,max_interval
wiki_ts_200M_uint64,linear_spline,linear_regression,1048576,lind,33554464,29.6721,25,259.935,1,21026
wiki_ts_200M_uint64,cubic_spline,linear_spline,1048576,gabs,16777272,42048.8,42051,175.99,21026,42051
wiki_ts_200M_uint64,cubic_spline,linear_spline,1048576,gind,16777280,37187.2,37189,150.101,16164,37189
wiki_ts_200M_uint64,cubic_spline,linear_spline,1048576,labs,25165872,41.6893,33,519.782,1,42051
wiki_ts_200M_uint64,cubic_spline,linear_spline,1048576,lind,33554480,28.4373,24,259.879,1,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,1048576,gabs,16777272,21026.4,21027,62.2403,10514,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,1048576,gind,16777280,21025.4,21026,62.2122,10513,21026
wiki_ts_200M_uint64,cubic_spline,linear_regression,1048576,labs,25165872,29.6488,25,259.965,1,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,1048576,lind,33554480,27.1289,23,259.887,1,21026
wiki_ts_200M_uint64,linear_regression,linear_spline,1048576,gabs,16777256,1.06042e+07,10680659,508473,5340330,10680659
wiki_ts_200M_uint64,linear_regression,linear_spline,1048576,gind,16777264,5.33555e+06,5340694,102593,365,5340694
wiki_ts_200M_uint64,linear_regression,linear_spline,1048576,labs,25165856,557990,27,2.36722e+06,1,10680659
wiki_ts_200M_uint64,linear_regression,linear_spline,1048576,lind,33554464,276432,20,1.17594e+06,1,5340330
wiki_ts_200M_uint64,linear_regression,linear_regression,1048576,gabs,16777256,4.51933e+06,4544401,208475,2272201,4544401
wiki_ts_200M_uint64,linear_regression,linear_regression,1048576,gind,16777264,3.88764e+06,3908435,176042,1636237,3908435
wiki_ts_200M_uint64,linear_regression,linear_regression,1048576,labs,25165856,227444,21,975209,1,4544401
wiki_ts_200M_uint64,linear_regression,linear_regression,1048576,lind,33554464,198187,19,846337,1,3908435
wiki_ts_200M_uint64,radix,linear_spline,1048576,gabs,16777248,54949.2,54953,262.677,27477,54953
wiki_ts_200M_uint64,radix,linear_spline,1048576,gind,16777256,35297,35299,188.018,7823,35299
wiki_ts_200M_uint64,radix,linear_spline,1048576,labs,25165848,200.436,163,775.798,1,54953
wiki_ts_200M_uint64,radix,linear_spline,1048576,lind,33554456,125.927,109,388.492,1,27478
wiki_ts_200M_uint64,radix,linear_regression,1048576,gabs,16777248,88127.3,88137,534.048,44069,88137
wiki_ts_200M_uint64,radix,linear_regression,1048576,gind,16777256,54530.9,54536,380.152,10468,54536
wiki_ts_200M_uint64,radix,linear_regression,1048576,labs,25165848,153.197,119,1208.22,1,88137
wiki_ts_200M_uint64,radix,linear_regression,1048576,lind,33554456,130.06,106,751.064,1,54536
wiki_ts_200M_uint64,linear_spline,linear_spline,2097152,gabs,33554472,42048.8,42051,175.999,21026,42051
wiki_ts_200M_uint64,linear_spline,linear_spline,2097152,gind,33554480,37187.2,37189,150.108,16164,37189
wiki_ts_200M_uint64,linear_spline,linear_spline,2097152,labs,50331680,33.5278,25,519.719,1,42051
wiki_ts_200M_uint64,linear_spline,linear_spline,2097152,lind,67108896,22.8404,19,259.835,1,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,2097152,gabs,33554472,21026.4,21027,62.2395,10514,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,2097152,gind,33554480,21025.4,21026,62.2113,10514,21026
wiki_ts_200M_uint64,linear_spline,linear_regression,2097152,labs,50331680,23.6415,19,259.888,1,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,2097152,lind,67108896,21.6765,18,259.848,1,21026
wiki_ts_200M_uint64,cubic_spline,linear_spline,2097152,gabs,33554488,42048.8,42051,176,21026,42051
wiki_ts_200M_uint64,cubic_spline,linear_spline,2097152,gind,33554496,37187.2,37189,150.109,16164,37189
wiki_ts_200M_uint64,cubic_spline,linear_spline,2097152,labs,50331696,31.1438,23,519.73,1,42051
wiki_ts_200M_uint64,cubic_spline,linear_spline,2097152,lind,67108912,21.1766,17,259.842,1,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,2097152,gabs,33554488,21026.4,21027,62.2403,10514,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,2097152,gind,33554496,21025.4,21026,62.2122,10514,21026
wiki_ts_200M_uint64,cubic_spline,linear_regression,2097152,labs,50331696,21.8543,17,259.864,1,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,2097152,lind,67108912,20.0445,16,259.844,1,21026
wiki_ts_200M_uint64,linear_regression,linear_spline,2097152,gabs,33554472,1.06042e+07,10680643,508472,5340322,10680643
wiki_ts_200M_uint64,linear_regression,linear_spline,2097152,gind,33554480,5.33548e+06,5340619,102593,298,5340619
wiki_ts_200M_uint64,linear_regression,linear_spline,2097152,labs,50331680,557981,19,2.36722e+06,1,10680643
wiki_ts_200M_uint64,linear_regression,linear_spline,2097152,lind,67108896,276426,15,1.17594e+06,1,5340322
wiki_ts_200M_uint64,linear_regression,linear_regression,2097152,gabs,33554472,4.51933e+06,4544399,208475,2272200,4544399
wiki_ts_200M_uint64,linear_regression,linear_regression,2097152,gind,33554480,3.88763e+06,3908432,176042,1636238,3908432
wiki_ts_200M_uint64,linear_regression,linear_regression,2097152,labs,50331680,227438,15,975209,1,4544399
wiki_ts_200M_uint64,linear_regression,linear_regression,2097152,lind,67108896,198182,13,846337,1,3908432
wiki_ts_200M_uint64,radix,linear_spline,2097152,gabs,33554464,42048.8,42051,175.939,21026,42051
wiki_ts_200M_uint64,radix,linear_spline,2097152,gind,33554472,37188.2,37190,150.037,16165,37190
wiki_ts_200M_uint64,radix,linear_spline,2097152,labs,50331672,113.986,93,583.919,1,42051
wiki_ts_200M_uint64,radix,linear_spline,2097152,lind,67108888,77.4971,66,509.813,1,37190
wiki_ts_200M_uint64,radix,linear_regression,2097152,gabs,33554464,21026.4,21027,62.2411,10514,21027
wiki_ts_200M_uint64,radix,linear_regression,2097152,gind,33554472,21025.4,21026,62.2129,10513,21026
wiki_ts_200M_uint64,radix,linear_regression,2097152,labs,50331672,81.6883,69,307.057,1,21027
wiki_ts_200M_uint64,radix,linear_regression,2097152,lind,67108888,72.9013,63,295.98,1,21026
wiki_ts_200M_uint64,linear_spline,linear_spline,4194304,gabs,67108904,42048.8,42051,175.996,21026,42051
wiki_ts_200M_uint64,linear_spline,linear_spline,4194304,gind,67108912,37187.2,37189,150.106,16164,37189
wiki_ts_200M_uint64,linear_spline,linear_spline,4194304,labs,100663328,25.9188,19,519.739,1,42051
wiki_ts_200M_uint64,linear_spline,linear_spline,4194304,lind,134217760,17.501,14,259.847,1,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,4194304,gabs,67108904,21026.4,21027,62.2392,10514,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,4194304,gind,67108912,21025.4,21026,62.211,10514,21026
wiki_ts_200M_uint64,linear_spline,linear_regression,4194304,labs,100663328,17.9368,15,259.859,1,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,4194304,lind,134217760,16.4451,13,259.849,1,21026
wiki_ts_200M_uint64,cubic_spline,linear_spline,4194304,gabs,67108920,42048.8,42051,175.997,21026,42051
wiki_ts_200M_uint64,cubic_spline,linear_spline,4194304,gind,67108928,37187.2,37189,150.107,16164,37189
wiki_ts_200M_uint64,cubic_spline,linear_spline,4194304,labs,100663344,24.3358,17,519.752,1,42051
wiki_ts_200M_uint64,cubic_spline,linear_spline,4194304,lind,134217776,16.3734,13,259.857,1,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,4194304,gabs,67108920,21026.4,21027,62.2401,10514,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,4194304,gind,67108928,21025.4,21026,62.2119,10514,21026
wiki_ts_200M_uint64,cubic_spline,linear_regression,4194304,labs,100663344,16.7387,13,259.867,1,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,4194304,lind,134217776,15.332,12,259.858,1,21026
wiki_ts_200M_uint64,linear_regression,linear_spline,4194304,gabs,67108904,1.06042e+07,10680641,508472,5340321,10680641
wiki_ts_200M_uint64,linear_regression,linear_spline,4194304,gind,67108912,5.33541e+06,5340550,102593,230,5340550
wiki_ts_200M_uint64,linear_regression,linear_spline,4194304,labs,100663328,557976,15,2.36722e+06,1,10680641
wiki_ts_200M_uint64,linear_regression,linear_spline,4194304,lind,134217760,276422,11,1.17594e+06,1,5340321
wiki_ts_200M_uint64,linear_regression,linear_regression,4194304,gabs,67108904,4.51933e+06,4544399,208475,2272200,4544399
wiki_ts_200M_uint64,linear_regression,linear_regression,4194304,gind,67108912,3.88763e+06,3908431,176042,1636232,3908431
wiki_ts_200M_uint64,linear_regression,linear_regression,4194304,labs,100663328,227434,11,975210,1,4544399
wiki_ts_200M_uint64,linear_regression,linear_regression,4194304,lind,134217760,198178,10,846338,1,3908431
wiki_ts_200M_uint64,radix,linear_spline,4194304,gabs,67108896,42048.8,42051,175.967,21026,42051
wiki_ts_200M_uint64,radix,linear_spline,4194304,gind,67108904,37187.2,37189,150.09,16164,37189
wiki_ts_200M_uint64,radix,linear_spline,4194304,labs,100663320,71.0622,59,520.729,1,42051
wiki_ts_200M_uint64,radix,linear_spline,4194304,lind,134217752,47.7156,42,260.427,1,21027
wiki_ts_200M_uint64,radix,linear_regression,4194304,gabs,67108896,21026.4,21027,62.2399,10514,21027
wiki_ts_200M_uint64,radix,linear_regression,4194304,gind,67108904,21025.4,21026,62.2118,10513,21026
wiki_ts_200M_uint64,radix,linear_regression,4194304,labs,100663320,50.957,43,261.739,1,21027
wiki_ts_200M_uint64,radix,linear_regression,4194304,lind,134217752,46.1181,40,260.667,1,21026
wiki_ts_200M_uint64,linear_spline,linear_spline,8388608,gabs,134217768,42048.8,42051,175.993,21026,42051
wiki_ts_200M_uint64,linear_spline,linear_spline,8388608,gind,134217776,21287.9,21289,124.454,264,21289
wiki_ts_200M_uint64,linear_spline,linear_spline,8388608,labs,201326624,20.8373,13,519.765,1,42051
wiki_ts_200M_uint64,linear_spline,linear_spline,8388608,lind,268435488,13.8705,10,259.856,1,21026
wiki_ts_200M_uint64,linear_spline,linear_regression,8388608,gabs,134217768,21026.4,21027,62.239,10514,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,8388608,gind,134217776,21025.4,21026,62.2108,10513,21026
wiki_ts_200M_uint64,linear_spline,linear_regression,8388608,labs,201326624,14.0643,11,259.872,1,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,8388608,lind,268435488,12.844,9,259.867,1,21026
wiki_ts_200M_uint64,cubic_spline,linear_spline,8388608,gabs,134217784,42048.8,42051,175.994,21026,42051
wiki_ts_200M_uint64,cubic_spline,linear_spline,8388608,gind,134217792,37187.2,37189,150.104,16164,37189
wiki_ts_200M_uint64,cubic_spline,linear_spline,8388608,labs,201326640,19.7556,13,519.784,1,42051
wiki_ts_200M_uint64,cubic_spline,linear_spline,8388608,lind,268435504,13.0943,9,259.877,1,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,8388608,gabs,134217784,21026.4,21027,62.2397,10514,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,8388608,gind,134217792,21025.4,21026,62.2116,10513,21026
wiki_ts_200M_uint64,cubic_spline,linear_regression,8388608,labs,201326640,13.2329,9,259.884,1,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,8388608,lind,268435504,12.0598,8,259.879,1,21026
wiki_ts_200M_uint64,linear_regression,linear_spline,8388608,gabs,134217768,1.06042e+07,10680631,508472,5340316,10680631
wiki_ts_200M_uint64,linear_regression,linear_spline,8388608,gind,134217776,5.33538e+06,5340522,102593,207,5340522
wiki_ts_200M_uint64,linear_regression,linear_spline,8388608,labs,201326624,557971,11,2.36722e+06,1,10680631
wiki_ts_200M_uint64,linear_regression,linear_spline,8388608,lind,268435488,276419,8,1.17593e+06,1,5340316
wiki_ts_200M_uint64,linear_regression,linear_regression,8388608,gabs,134217768,4.51932e+06,4544395,208474,2272198,4544395
wiki_ts_200M_uint64,linear_regression,linear_regression,8388608,gind,134217776,3.88763e+06,3908428,176041,1636231,3908428
wiki_ts_200M_uint64,linear_regression,linear_regression,8388608,labs,201326624,227431,9,975209,1,4544395
wiki_ts_200M_uint64,linear_regression,linear_regression,8388608,lind,268435488,198175,7,846338,1,3908428
wiki_ts_200M_uint64,radix,linear_spline,8388608,gabs,134217760,42048.8,42051,175.992,21026,42051
wiki_ts_200M_uint64,radix,linear_spline,8388608,gind,134217768,37187.2,37189,150.104,16164,37189
wiki_ts_200M_uint64,radix,linear_spline,8388608,labs,201326616,48.4443,39,519.832,1,42051
wiki_ts_200M_uint64,radix,linear_spline,8388608,lind,268435480,32.977,29,259.911,1,21027
wiki_ts_200M_uint64,radix,linear_regression,8388608,gabs,134217760,21026.4,21027,62.2397,10514,21027
wiki_ts_200M_uint64,radix,linear_regression,8388608,gind,134217768,21025.4,21026,62.2116,10514,21026
wiki_ts_200M_uint64,radix,linear_regression,8388608,labs,201326616,34.5634,29,260.055,1,21027
wiki_ts_200M_uint64,radix,linear_regression,8388608,lind,268435480,31.5673,27,259.928,1,21026
wiki_ts_200M_uint64,linear_spline,linear_spline,16777216,gabs,268435496,42048.8,42051,175.992,21026,42051
wiki_ts_200M_uint64,linear_spline,linear_spline,16777216,gind,268435504,21163.9,21165,124.46,140,21165
wiki_ts_200M_uint64,linear_spline,linear_spline,16777216,labs,402653216,17.3944,9,519.794,1,42051
wiki_ts_200M_uint64,linear_spline,linear_spline,16777216,lind,536870944,11.3948,8,259.877,1,21026
wiki_ts_200M_uint64,linear_spline,linear_regression,16777216,gabs,268435496,21026.4,21027,62.2389,10514,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,16777216,gind,268435504,21025.4,21026,62.2107,10513,21026
wiki_ts_200M_uint64,linear_spline,linear_regression,16777216,labs,402653216,11.3726,7,259.891,1,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,16777216,lind,536870944,10.3053,7,259.888,1,21026
wiki_ts_200M_uint64,cubic_spline,linear_spline,16777216,gabs,268435512,42048.8,42051,175.993,21026,42051
wiki_ts_200M_uint64,cubic_spline,linear_spline,16777216,gind,268435520,37187.2,37189,150.104,16164,37189
wiki_ts_200M_uint64,cubic_spline,linear_spline,16777216,labs,402653232,16.6935,9,519.811,1,42051
wiki_ts_200M_uint64,cubic_spline,linear_spline,16777216,lind,536870960,10.8776,7,259.895,1,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,16777216,gabs,268435512,21026.4,21027,62.2395,10514,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,16777216,gind,268435520,21025.4,21026,62.2114,10513,21026
wiki_ts_200M_uint64,cubic_spline,linear_regression,16777216,labs,402653232,10.7993,7,259.901,1,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,16777216,lind,536870960,9.75747,6,259.898,1,21026
wiki_ts_200M_uint64,linear_regression,linear_spline,16777216,gabs,268435496,1.06042e+07,10680627,508471,5340314,10680627
wiki_ts_200M_uint64,linear_regression,linear_spline,16777216,gind,268435504,5.33535e+06,5340492,102593,179,5340492
wiki_ts_200M_uint64,linear_regression,linear_spline,16777216,labs,402653216,557969,9,2.36721e+06,1,10680627
wiki_ts_200M_uint64,linear_regression,linear_spline,16777216,lind,536870944,276417,6,1.17593e+06,1,5340314
wiki_ts_200M_uint64,linear_regression,linear_regression,16777216,gabs,268435496,4.51932e+06,4544393,208474,2272197,4544393
wiki_ts_200M_uint64,linear_regression,linear_regression,16777216,gind,268435504,3.88763e+06,3908427,176041,1636232,3908427
wiki_ts_200M_uint64,linear_regression,linear_regression,16777216,labs,402653216,227429,7,975209,1,4544393
wiki_ts_200M_uint64,linear_regression,linear_regression,16777216,lind,536870944,198173,5,846338,1,3908427
wiki_ts_200M_uint64,radix,linear_spline,16777216,gabs,268435488,42048.8,42051,175.999,21026,42051
wiki_ts_200M_uint64,radix,linear_spline,16777216,gind,268435496,37187.2,37189,150.108,16164,37189
wiki_ts_200M_uint64,radix,linear_spline,16777216,labs,402653208,35.307,27,519.721,1,42051
wiki_ts_200M_uint64,radix,linear_spline,16777216,lind,536870936,24.0745,20,259.837,1,21027
wiki_ts_200M_uint64,radix,linear_regression,16777216,gabs,268435488,21026.4,21027,62.2394,10514,21027
wiki_ts_200M_uint64,radix,linear_regression,16777216,gind,268435496,21025.4,21026,62.2113,10514,21026
wiki_ts_200M_uint64,radix,linear_regression,16777216,labs,402653208,24.9416,21,259.87,1,21027
wiki_ts_200M_uint64,radix,linear_regression,16777216,lind,536870936,22.869,19,259.839,1,21026
wiki_ts_200M_uint64,linear_spline,linear_spline,33554432,gabs,536870952,42048.8,42051,175.994,21026,42051
wiki_ts_200M_uint64,linear_spline,linear_spline,33554432,gind,536870960,21162.9,21164,124.46,139,21164
wiki_ts_200M_uint64,linear_spline,linear_spline,33554432,labs,805306400,15.239,7,519.816,1,42051
wiki_ts_200M_uint64,linear_spline,linear_spline,33554432,lind,1073741856,9.79538,6,259.893,1,21026
wiki_ts_200M_uint64,linear_spline,linear_regression,33554432,gabs,536870952,21026.4,21027,62.2388,10514,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,33554432,gind,536870960,21025.4,21026,62.2107,10513,21026
wiki_ts_200M_uint64,linear_spline,linear_regression,33554432,labs,805306400,9.5462,5,259.907,1,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,33554432,lind,1073741856,8.56089,5,259.905,1,21026
wiki_ts_200M_uint64,cubic_spline,linear_spline,33554432,gabs,536870968,42048.8,42051,175.994,21026,42051
wiki_ts_200M_uint64,cubic_spline,linear_spline,33554432,gind,536870976,21165.9,21167,124.457,142,21167
wiki_ts_200M_uint64,cubic_spline,linear_spline,33554432,labs,805306416,14.8646,7,519.821,1,42051
wiki_ts_200M_uint64,cubic_spline,linear_spline,33554432,lind,1073741872,9.50855,6,259.896,1,21026
wiki_ts_200M_uint64,cubic_spline,linear_regression,33554432,gabs,536870968,21026.4,21027,62.2392,10514,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,33554432,gind,536870976,21025.4,21026,62.2111,10514,21026
wiki_ts_200M_uint64,cubic_spline,linear_regression,33554432,labs,805306416,9.17786,5,259.911,1,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,33554432,lind,1073741872,8.21377,4,259.909,1,21026
wiki_ts_200M_uint64,linear_regression,linear_spline,33554432,gabs,536870952,1.06042e+07,10680627,508471,5340314,10680627
wiki_ts_200M_uint64,linear_regression,linear_spline,33554432,gind,536870960,5.33528e+06,5340421,102592,108,5340421
wiki_ts_200M_uint64,linear_regression,linear_spline,33554432,labs,805306400,557968,7,2.36721e+06,1,10680627
wiki_ts_200M_uint64,linear_regression,linear_spline,33554432,lind,1073741856,276416,6,1.17593e+06,1,5340314
wiki_ts_200M_uint64,linear_regression,linear_regression,33554432,gabs,536870952,4.51932e+06,4544393,208474,2272197,4544393
wiki_ts_200M_uint64,linear_regression,linear_regression,33554432,gind,536870960,3.88763e+06,3908427,176041,1636232,3908427
wiki_ts_200M_uint64,linear_regression,linear_regression,33554432,labs,805306400,227428,5,975209,1,4544393
wiki_ts_200M_uint64,linear_regression,linear_regression,33554432,lind,1073741856,198172,4,846338,1,3908427
wiki_ts_200M_uint64,radix,linear_spline,33554432,gabs,536870944,42048.8,42051,175.995,21026,42051
wiki_ts_200M_uint64,radix,linear_spline,33554432,gind,536870952,37187.2,37189,150.105,16164,37189
wiki_ts_200M_uint64,radix,linear_spline,33554432,labs,805306392,27.0789,19,519.733,1,42051
wiki_ts_200M_uint64,radix,linear_spline,33554432,lind,1073741848,18.3202,15,259.843,1,21027
wiki_ts_200M_uint64,radix,linear_regression,33554432,gabs,536870944,21026.4,21027,62.2391,10514,21027
