dataset,layer1,layer2,n_models,bounds,size_in_bytes,mean_interval,median_interval,stdev_interval,min_interval,max_interval
fb_200M_uint64,radix,linear_spline,8388608,lind,268435480,703128,703795,12617.5,1,703795
fb_200M_uint64,radix,linear_regression,8388608,gabs,134217760,649531,649769,6836.47,324885,649769
fb_200M_uint64,radix,linear_regression,8388608,gind,134217768,544780,544880,3518.9,219996,544880
fb_200M_uint64,radix,linear_regression,8388608,labs,201326616,649531,649769,6838.9,1,649769
fb_200M_uint64,radix,linear_regression,8388608,lind,268435480,544780,544880,3521.75,1,544880
fb_200M_uint64,linear_spline,linear_spline,16777216,gabs,268435496,749195,749945,13756.7,374973,749945
fb_200M_uint64,linear_spline,linear_spline,16777216,gind,268435504,703128,703795,12615.9,328823,703795
fb_200M_uint64,linear_spline,linear_spline,16777216,labs,402653216,749195,749945,13758.3,1,749945
fb_200M_uint64,linear_spline,linear_spline,16777216,lind,536870944,703128,703795,12617.5,1,703795
fb_200M_uint64,linear_spline,linear_regression,16777216,gabs,268435496,649531,649769,6836.47,324885,649769
fb_200M_uint64,linear_spline,linear_regression,16777216,gind,268435504,544780,544880,3518.9,219996,544880
fb_200M_uint64,linear_spline,linear_regression,16777216,labs,402653216,649531,649769,6838.9,1,649769
fb_200M_uint64,linear_spline,linear_regression,16777216,lind,536870944,544780,544880,3521.75,1,544880
fb_200M_uint64,cubic_spline,linear_spline,16777216,gabs,268435512,749195,749945,13756.7,374973,749945
fb_200M_uint64,cubic_spline,linear_spline,16777216,gind,268435520,703128,703795,12615.9,328823,703795
fb_200M_uint64,cubic_spline,linear_spline,16777216,labs,402653232,749195,749945,13758.3,1,749945
fb_200M_uint64,cubic_spline,linear_spline,16777216,lind,536870960,703128,703795,12617.5,1,703795
fb_200M_uint64,cubic_spline,linear_regression,16777216,gabs,268435512,649531,649769,6836.47,324885,649769
fb_200M_uint64,cubic_spline,linear_regression,16777216,gind,268435520,544780,544880,3518.9,219996,544880
fb_200M_uint64,cubic_spline,linear_regression,16777216,labs,402653232,649531,649769,6838.9,1,649769
fb_200M_uint64,cubic_spline,linear_regression,16777216,lind,536870960,544780,544880,3521.75,1,544880
fb_200M_uint64,linear_regression,linear_spline,16777216,gabs,268435496,749195,749945,13756.7,374973,749945
fb_200M_uint64,linear_regression,linear_spline,16777216,gind,268435504,703128,703795,12615.9,328823,703795
fb_200M_uint64,linear_regression,linear_spline,16777216,labs,402653216,749195,749945,13758.3,1,749945
fb_200M_uint64,linear_regression,linear_spline,16777216,lind,536870944,703128,703795,12617.5,1,703795
fb_200M_uint64,linear_regression,linear_regression,16777216,gabs,268435496,649531,649769,6836.47,324885,649769
fb_200M_uint64,linear_regression,linear_regression,16777216,gind,268435504,544780,544880,3518.9,219996,544880
fb_200M_uint64,linear_regression,linear_regression,16777216,labs,402653216,649531,649769,6838.9,1,649769
fb_200M_uint64,linear_regression,linear_regression,16777216,lind,536870944,544780,544880,3521.75,1,544880
fb_200M_uint64,radix,linear_spline,16777216,gabs,268435488,749195,749945,13756.7,374973,749945
fb_200M_uint64,radix,linear_spline,16777216,gind,268435496,703128,703795,12615.9,328823,703795
fb_200M_uint64,radix,linear_spline,16777216,labs,402653208,749195,749945,13758.3,1,749945
fb_200M_uint64,radix,linear_spline,16777216,lind,536870936,703128,703795,12617.5,1,703795
fb_200M_uint64,radix,linear_regression,16777216,gabs,268435488,649531,649769,6836.47,324885,649769
fb_200M_uint64,radix,linear_regression,16777216,gind,268435496,544780,544880,3518.9,219996,544880
fb_200M_uint64,radix,linear_regression,16777216,labs,402653208,649531,649769,6838.9,1,649769
fb_200M_uint64,radix,linear_regression,16777216,lind,536870936,544780,544880,3521.75,1,544880
fb_200M_uint64,linear_spline,linear_spline,33554432,gabs,536870952,749195,749945,13756.7,374973,749945
fb_200M_uint64,linear_spline,linear_spline,33554432,gind,536870960,703128,703795,12615.9,328823,703795
fb_200M_uint64,linear_spline,linear_spline,33554432,labs,805306400,749195,749945,13758.3,1,749945
fb_200M_uint64,linear_spline,linear_spline,33554432,lind,1073741856,703128,703795,12617.5,1,703795
fb_200M_uint64,linear_spline,linear_regression,33554432,gabs,536870952,649531,649769,6836.47,324885,649769
fb_200M_uint64,linear_spline,linear_regression,33554432,gind,536870960,544780,544880,3518.9,219996,544880
fb_200M_uint64,linear_spline,linear_regression,33554432,labs,805306400,649531,649769,6838.9,1,649769
fb_200M_uint64,linear_spline,linear_regression,33554432,lind,1073741856,544780,544880,3521.75,1,544880
fb_200M_uint64,cubic_spline,linear_spline,33554432,gabs,536870968,749195,749945,13756.7,374973,749945
fb_200M_uint64,cubic_spline,linear_spline,33554432,gind,536870976,703128,703795,12615.9,328823,703795
fb_200M_uint64,cubic_spline,linear_spline,33554432,labs,805306416,749195,749945,13758.3,1,749945
fb_200M_uint64,cubic_spline,linear_spline,33554432,lind,1073741872,703128,703795,12617.5,1,703795
fb_200M_uint64,cubic_spline,linear_regression,33554432,gabs,536870968,649531,649769,6836.47,324885,649769
fb_200M_uint64,cubic_spline,linear_regression,33554432,gind,536870976,544780,544880,3518.9,219996,544880
fb_200M_uint64,cubic_spline,linear_regression,33554432,labs,805306416,649531,649769,6838.9,1,649769
fb_200M_uint64,cubic_spline,linear_regression,33554432,lind,1073741872,544780,544880,3521.75,1,544880
fb_200M_uint64,linear_regression,linear_spline,33554432,gabs,536870952,749195,749945,13756.7,374973,749945
fb_200M_uint64,linear_regression,linear_spline,33554432,gind,536870960,703128,703795,12615.9,328823,703795
fb_200M_uint64,linear_regression,linear_spline,33554432,labs,805306400,749195,749945,13758.3,1,749945
fb_200M_uint64,linear_regression,linear_spline,33554432,lind,1073741856,703128,703795,12617.5,1,703795
fb_200M_uint64,linear_regression,linear_regression,33554432,gabs,536870952,649531,649769,6836.47,324885,649769
fb_200M_uint64,linear_regression,linear_regression,33554432,gind,536870960,544780,544880,3518.9,219996,544880
fb_200M_uint64,linear_regression,linear_regression,33554432,labs,805306400,649531,649769,6838.9,1,649769
fb_200M_uint64,linear_regression,linear_regression,33554432,lind,1073741856,544780,544880,3521.75,1,544880
fb_200M_uint64,radix,linear_spline,33554432,gabs,536870944,749195,749945,13756.7,374973,749945
fb_200M_uint64,radix,linear_spline,33554432,gind,536870952,703128,703795,12615.9,328823,703795
fb_200M_uint64,radix,linear_spline,33554432,labs,805306392,749195,749945,13758.3,1,749945
fb_200M_uint64,radix,linear_spline,33554432,lind,1073741848,703128,703795,12617.5,1,703795
fb_200M_uint64,radix,linear_regression,33554432,gabs,536870944,649531,649769,6836.47,324885,649769
fb_200M_uint64,radix,linear_regression,33554432,gind,536870952,544780,544880,3518.9,219996,544880
fb_200M_uint64,radix,linear_regression,33554432,labs,805306392,649531,649769,6838.9,1,649769
fb_200M_uint64,radix,linear_regression,33554432,lind,1073741848,544780,544880,3521.75,1,544880
osm_cellids_200M_uint64,linear_spline,linear_spline,64,gabs,1064,5.81426e+07,63382925,9.09512e+06,31691463,63382925
osm_cellids_200M_uint64,linear_spline,linear_spline,64,gind,1072,4.29227e+07,46029504,7.38446e+06,14338042,46029504
osm_cellids_200M_uint64,linear_spline,linear_spline,64,labs,1568,2.54927e+07,12262473,2.58362e+07,1,63382925
osm_cellids_200M_uint64,linear_spline,linear_spline,64,lind,2080,1.34532e+07,7143482,1.29696e+07,1,32506451
osm_cellids_200M_uint64,linear_spline,linear_regression,64,gabs,1064,8.55455e+07,96252786,1.55881e+07,48809349,97618697
osm_cellids_200M_uint64,linear_spline,linear_regression,64,gind,1072,8.13889e+07,92076689,1.46491e+07,43267341,92076689
osm_cellids_200M_uint64,linear_spline,linear_regression,64,labs,1568,4.1219e+07,8936255,4.36579e+07,1,97618697
osm_cellids_200M_uint64,linear_spline,linear_regression,64,lind,2080,2.51042e+07,7209971,2.54488e+07,1,58583928
osm_cellids_200M_uint64,cubic_spline,linear_spline,64,gabs,1080,3.23431e+07,33939289,3.6255e+06,16969645,33939289
osm_cellids_200M_uint64,cubic_spline,linear_spline,64,gind,1088,3.08179e+07,32226069,3.35246e+06,15256425,32226069
osm_cellids_200M_uint64,cubic_spline,linear_spline,64,labs,1584,1.75132e+07,10876553,1.37934e+07,1,33939289
osm_cellids_200M_uint64,cubic_spline,linear_spline,64,lind,2096,1.52135e+07,6111126,1.39635e+07,1,32226069
osm_cellids_200M_uint64,cubic_spline,linear_regression,64,gabs,1080,3.92797e+07,41415475,4.89346e+06,20707738,41415475
osm_cellids_200M_uint64,cubic_spline,linear_regression,64,gind,1088,3.51298e+07,36790657,4.24589e+06,16082920,36790657
osm_cellids_200M_uint64,cubic_spline,linear_regression,64,labs,1584,2.00404e+07,10960997,1.77136e+07,1,41415475
osm_cellids_200M_uint64,cubic_spline,linear_regression,64,lind,2096,1.76305e+07,10524788,1.5799e+07,1,36790657
osm_cellids_200M_uint64,linear_regression,linear_spline,64,gabs,1064,4.77676e+07,50875357,6.35518e+06,25437679,50875357
osm_cellids_200M_uint64,linear_regression,linear_spline,64,gind,1072,2.82656e+07,29793054,4.60138e+06,4355376,29793054
osm_cellids_200M_uint64,linear_regression,linear_spline,64,labs,1568,2.1774e+07,8127811,2.24793e+07,49,50875357
osm_cellids_200M_uint64,linear_regression,linear_spline,64,lind,2080,1.22228e+07,4437876,1.20702e+07,25,27810346
osm_cellids_200M_uint64,linear_regression,linear_regression,64,gabs,1064,4.30105e+07,45592943,5.6985e+06,22796472,45592943
osm_cellids_200M_uint64,linear_regression,linear_regression,64,gind,1072,4.14445e+07,43834096,5.40438e+06,21037625,43834096
osm_cellids_200M_uint64,linear_regression,linear_regression,64,labs,1568,2.18014e+07,13242703,1.98094e+07,39,45592943
osm_cellids_200M_uint64,linear_regression,linear_regression,64,lind,2080,1.63296e+07,9444580,1.5068e+07,31,35109025
osm_cellids_200M_uint64,radix,linear_spline,64,gabs,1056,7.27492e+07,80916873,1.22504e+07,40458437,80916873
osm_cellids_200M_uint64,radix,linear_spline,64,gind,1064,4.46648e+07,48850895,9.43892e+06,8392459,48850895
osm_cellids_200M_uint64,radix,linear_spline,64,labs,1560,3.355e+07,11367255,3.52835e+07,1,80916873
osm_cellids_200M_uint64,radix,linear_spline,64,lind,2072,1.73466e+07,6445245,1.7251e+07,1,40459131
osm_cellids_200M_uint64,radix,linear_regression,64,gabs,1056,8.47384e+07,96756947,1.5707e+07,48378474,96756947
osm_cellids_200M_uint64,radix,linear_regression,64,gind,1064,7.07059e+07,79105348,1.30946e+07,30726875,79105348
osm_cellids_200M_uint64,radix,linear_regression,64,labs,1560,3.99186e+07,11581079,4.24668e+07,1,96756947
osm_cellids_200M_uint64,radix,linear_regression,64,lind,2072,2.61081e+07,7867460,2.67635e+07,1,61929737
osm_cellids_200M_uint64,linear_spline,linear_spline,128,gabs,2088,3.92703e+07,41436019,4.98859e+06,20718010,41436019
osm_cellids_200M_uint64,linear_spline,linear_spline,128,gind,2096,3.02877e+07,31698848,3.85433e+06,10980839,31698848
osm_cellids_200M_uint64,linear_spline,linear_spline,128,labs,3104,1.60463e+07,5863573,1.69205e+07,1,41436019
osm_cellids_200M_uint64,linear_spline,linear_spline,128,lind,4128,8.85657e+06,3185544,8.98352e+06,1,22418409
osm_cellids_200M_uint64,linear_spline,linear_regression,128,gabs,2088,2.93374e+07,30506123,3.20796e+06,15253062,30506123
osm_cellids_200M_uint64,linear_spline,linear_regression,128,gind,2096,2.79516e+07,29005926,2.99373e+06,13752865,29005926
osm_cellids_200M_uint64,linear_spline,linear_regression,128,labs,3104,1.37937e+07,7258691,1.20337e+07,1,30506123
osm_cellids_200M_uint64,linear_spline,linear_regression,128,lind,4128,1.07356e+07,4788756,9.55731e+06,1,23019612
osm_cellids_200M_uint64,cubic_spline,linear_spline,128,gabs,2104,4.49417e+07,47938791,6.22447e+06,23969396,47938791
osm_cellids_200M_uint64,cubic_spline,linear_spline,128,gind,2112,2.96165e+07,31194889,4.40804e+06,7225494,31194889
osm_cellids_200M_uint64,cubic_spline,linear_spline,128,labs,3120,1.67521e+07,7804161,1.88739e+07,1,47938791
osm_cellids_200M_uint64,cubic_spline,linear_spline,128,lind,4144,8.7733e+06,4094648,9.30491e+06,1,24043969
osm_cellids_200M_uint64,cubic_spline,linear_regression,128,gabs,2104,4.9989e+07,53583055,7.12462e+06,26791528,53583055
osm_cellids_200M_uint64,cubic_spline,linear_regression,128,gind,2112,3.28368e+07,34789358,5.36101e+06,8158060,34789358
osm_cellids_200M_uint64,cubic_spline,linear_regression,128,labs,3120,1.76636e+07,8255203,2.13996e+07,1,53583055
osm_cellids_200M_uint64,cubic_spline,linear_regression,128,lind,4144,1.20233e+07,6816376,1.36431e+07,1,34789358
osm_cellids_200M_uint64,linear_regression,linear_spline,128,gabs,2088,2.36436e+07,24369575,2.10703e+06,12184788,24369575
osm_cellids_200M_uint64,linear_regression,linear_spline,128,gind,2096,1.62354e+07,16617808,1.54008e+06,4433021,16617808
osm_cellids_200M_uint64,linear_regression,linear_spline,128,labs,3104,9.9053e+06,5511919,9.45708e+06,3,24369575
osm_cellids_200M_uint64,linear_regression,linear_spline,128,lind,4128,6.36701e+06,2761508,6.57384e+06,2,16617808
osm_cellids_200M_uint64,linear_regression,linear_regression,128,gabs,2088,2.85999e+07,29699637,3.08718e+06,14849819,29699637
osm_cellids_200M_uint64,linear_regression,linear_regression,128,gind,2096,2.20363e+07,22742639,2.38329e+06,7892821,22742639
osm_cellids_200M_uint64,linear_regression,linear_regression,128,labs,3104,1.14932e+07,5863191,1.21345e+07,3,29699637
osm_cellids_200M_uint64,linear_regression,linear_regression,128,lind,4128,8.01367e+06,3286500,8.08603e+06,2,20047463
osm_cellids_200M_uint64,radix,linear_spline,128,gabs,2080,4.81814e+07,51549277,6.86674e+06,25774639,51549277
osm_cellids_200M_uint64,radix,linear_spline,128,gind,2088,3.11242e+07,32929267,5.04471e+06,7154629,32929267
osm_cellids_200M_uint64,radix,linear_spline,128,labs,3096,2.11553e+07,6618665,2.23346e+07,1,51549277
osm_cellids_200M_uint64,radix,linear_spline,128,lind,4120,1.1205e+07,6449502,1.08169e+07,1,25792429
osm_cellids_200M_uint64,radix,linear_regression,128,gabs,2080,4.06367e+07,42920081,5.23858e+06,21460041,42920081
osm_cellids_200M_uint64,radix,linear_regression,128,gind,2088,3.54882e+07,37247148,4.43079e+06,15787124,37247148
osm_cellids_200M_uint64,radix,linear_regression,128,labs,3096,1.96376e+07,8148743,1.82924e+07,1,42920081
osm_cellids_200M_uint64,radix,linear_regression,128,lind,4120,1.48815e+07,6309182,1.38436e+07,1,33058007
osm_cellids_200M_uint64,linear_spline,linear_spline,256,gabs,4136,2.54716e+07,26390065,2.71871e+06,13195033,26390065
osm_cellids_200M_uint64,linear_spline,linear_spline,256,gind,4144,2.07262e+07,21310388,2.15185e+06,8115356,21310388
osm_cellids_200M_uint64,linear_spline,linear_spline,256,labs,6176,9.34175e+06,3877473,9.90789e+06,1,26390065
osm_cellids_200M_uint64,linear_spline,linear_spline,256,lind,8224,5.4236e+06,2282868,5.81523e+06,1,15789827
osm_cellids_200M_uint64,linear_spline,linear_regression,256,gabs,4136,2.45177e+07,25312759,2.46876e+06,12656380,25312759
osm_cellids_200M_uint64,linear_spline,linear_regression,256,gind,4144,1.76874e+07,18163977,1.84855e+06,5508029,18163977
osm_cellids_200M_uint64,linear_spline,linear_regression,256,labs,6176,8.9565e+06,6391997,9.4348e+06,1,25312759
osm_cellids_200M_uint64,linear_spline,linear_regression,256,lind,8224,6.33281e+06,3747349,6.28093e+06,1,16998584
osm_cellids_200M_uint64,cubic_spline,linear_spline,256,gabs,4152,2.21168e+07,22751993,2.17054e+06,11375997,22751993
osm_cellids_200M_uint64,cubic_spline,linear_spline,256,gind,4160,1.56287e+07,16001808,1.54947e+06,4625812,16001808
osm_cellids_200M_uint64,cubic_spline,linear_spline,256,labs,6192,7.63932e+06,3489949,8.59081e+06,1,22751993
osm_cellids_200M_uint64,cubic_spline,linear_spline,256,lind,8240,4.23666e+06,2085832,4.30502e+06,1,11519399
osm_cellids_200M_uint64,cubic_spline,linear_regression,256,gabs,4152,2.15371e+07,22142339,2.04045e+06,11071601,22142339
osm_cellids_200M_uint64,cubic_spline,linear_regression,256,gind,4160,1.72554e+07,17664545,1.60528e+06,6758539,17664545
osm_cellids_200M_uint64,cubic_spline,linear_regression,256,labs,6192,7.54399e+06,3042851,8.55734e+06,1,22142339
osm_cellids_200M_uint64,cubic_spline,linear_regression,256,lind,8240,5.93623e+06,2349931,6.60483e+06,1,17234511
osm_cellids_200M_uint64,linear_regression,linear_spline,256,gabs,4136,1.70843e+07,17408701,1.25554e+06,8704351,17408701
osm_cellids_200M_uint64,linear_regression,linear_spline,256,gind,4144,1.68746e+07,17189461,1.22845e+06,8485111,17189461
osm_cellids_200M_uint64,linear_regression,linear_spline,256,labs,6176,6.80866e+06,3006029,6.89855e+06,1,17408701
osm_cellids_200M_uint64,linear_regression,linear_spline,256,lind,8224,3.68607e+06,1762776,3.62811e+06,1,9599917
osm_cellids_200M_uint64,linear_regression,linear_regression,256,gabs,4136,1.35936e+07,13832631,1.01237e+06,6916316,13832631
osm_cellids_200M_uint64,linear_regression,linear_regression,256,gind,4144,1.22944e+07,12491132,883874,5574817,12491132
osm_cellids_200M_uint64,linear_regression,linear_regression,256,labs,6176,5.42895e+06,2995173,5.13306e+06,1,13832631
osm_cellids_200M_uint64,linear_regression,linear_regression,256,lind,8224,4.59942e+06,2169185,4.52535e+06,1,12487821
osm_cellids_200M_uint64,radix,linear_spline,256,gabs,4128,2.4105e+07,24962189,2.56103e+06,12481095,24962189
osm_cellids_200M_uint64,radix,linear_spline,256,gind,4136,1.63374e+07,16767084,1.89053e+06,4285990,16767084
osm_cellids_200M_uint64,radix,linear_spline,256,labs,6168,9.89969e+06,4279665,9.97298e+06,1,24962189
osm_cellids_200M_uint64,radix,linear_spline,256,lind,8216,5.86538e+06,2500554,6.01864e+06,1,15018724
osm_cellids_200M_uint64,radix,linear_regression,256,gabs,4128,1.72552e+07,17633473,1.45674e+06,8816737,17633473
osm_cellids_200M_uint64,radix,linear_regression,256,gind,4136,1.61304e+07,16459801,1.32501e+06,7643081,16459801
osm_cellids_200M_uint64,radix,linear_regression,256,labs,6168,7.83558e+06,7378493,6.31657e+06,1,17633473
osm_cellids_200M_uint64,radix,linear_regression,256,lind,8216,6.57164e+06,4508688,5.80531e+06,1,14595931
osm_cellids_200M_uint64,linear_spline,linear_spline,512,gabs,8232,1.01883e+07,10318759,647010,5159380,10318759
osm_cellids_200M_uint64,linear_spline,linear_spline,512,gind,8240,9.44508e+06,9556081,583761,4396702,9556081
osm_cellids_200M_uint64,linear_spline,linear_spline,512,labs,12320,3.79461e+06,2308929,3.64932e+06,1,10318759
osm_cellids_200M_uint64,linear_spline,linear_spline,512,lind,16416,2.63486e+06,1264300,2.8203e+06,1,7990286
osm_cellids_200M_uint64,linear_spline,linear_regression,512,gabs,8232,1.58062e+07,16129975,1.28126e+06,8064988,16129975
osm_cellids_200M_uint64,linear_spline,linear_regression,512,gind,8240,1.21676e+07,12376749,981307,4311762,12376749
osm_cellids_200M_uint64,linear_spline,linear_regression,512,labs,12320,4.06073e+06,2415091,4.49883e+06,1,16129975
osm_cellids_200M_uint64,linear_spline,linear_regression,512,lind,16416,3.01404e+06,1714355,3.04318e+06,1,8764908
osm_cellids_200M_uint64,cubic_spline,linear_spline,512,gabs,8248,8.49738e+06,8580583,459960,4290292,8580583
osm_cellids_200M_uint64,cubic_spline,linear_spline,512,gind,8256,8.0813e+06,8152906,431816,3862615,8152906
osm_cellids_200M_uint64,cubic_spline,linear_spline,512,labs,12336,3.70008e+06,2034119,3.375e+06,1,8580583
osm_cellids_200M_uint64,cubic_spline,linear_spline,512,lind,16432,2.62589e+06,1341987,2.70014e+06,1,7863661
osm_cellids_200M_uint64,cubic_spline,linear_regression,512,gabs,8248,1.212e+07,12311191,855797,6155596,12311191
osm_cellids_200M_uint64,cubic_spline,linear_regression,512,gind,8256,1.01892e+07,10328899,694045,4173304,10328899
osm_cellids_200M_uint64,cubic_spline,linear_regression,512,labs,12336,3.78591e+06,1747373,3.81531e+06,1,12311191
osm_cellids_200M_uint64,cubic_spline,linear_regression,512,lind,16432,2.90193e+06,1311853,2.79479e+06,1,7519503
osm_cellids_200M_uint64,linear_regression,linear_spline,512,gabs,8232,1.18823e+07,12036303,720019,6018152,12036303
osm_cellids_200M_uint64,linear_regression,linear_spline,512,gind,8240,9.70471e+06,9803182,525077,3785031,9803182
osm_cellids_200M_uint64,linear_regression,linear_spline,512,labs,12320,3.42504e+06,1639165,3.79901e+06,1,12036303
osm_cellids_200M_uint64,linear_regression,linear_spline,512,lind,16416,2.0577e+06,955875,2.50383e+06,1,8429513
osm_cellids_200M_uint64,linear_regression,linear_regression,512,gabs,8232,8.89041e+06,8990581,525347,4495291,8990581
osm_cellids_200M_uint64,linear_regression,linear_regression,512,gind,8240,8.37421e+06,8462604,481184,3967314,8462604
osm_cellids_200M_uint64,linear_regression,linear_regression,512,labs,12320,3.02336e+06,1223083,3.2266e+06,1,8990581
osm_cellids_200M_uint64,linear_regression,linear_regression,512,lind,16416,2.2958e+06,964209,2.46874e+06,1,7826353
osm_cellids_200M_uint64,radix,linear_spline,512,gabs,8224,1.43236e+07,14584997,1.08521e+06,7292499,14584997
osm_cellids_200M_uint64,radix,linear_spline,512,gind,8232,1.02828e+07,10434621,819547,3142123,10434621
osm_cellids_200M_uint64,radix,linear_spline,512,labs,12312,4.87167e+06,1894303,5.29396e+06,1,14584997
osm_cellids_200M_uint64,radix,linear_spline,512,lind,16408,3.27792e+06,1342969,3.27989e+06,1,8609944
osm_cellids_200M_uint64,radix,linear_regression,512,gabs,8224,1.1098e+07,11256533,753237,5628267,11256533
osm_cellids_200M_uint64,radix,linear_regression,512,gind,8232,9.36897e+06,9483689,616517,3855740,9483689
osm_cellids_200M_uint64,radix,linear_regression,512,labs,12312,3.96572e+06,2415091,4.02549e+06,1,11256533
osm_cellids_200M_uint64,radix,linear_regression,512,lind,16408,3.19165e+06,1731740,3.07971e+06,1,8609269
osm_cellids_200M_uint64,linear_spline,linear_spline,1024,gabs,16424,9.18171e+06,9289835,560550,4644918,9289835
osm_cellids_200M_uint64,linear_spline,linear_spline,1024,gind,16432,7.96419e+06,8045047,470025,3400130,8045047
osm_cellids_200M_uint64,linear_spline,linear_spline,1024,labs,24608,2.14622e+06,1197495,2.68241e+06,1,9289835
osm_cellids_200M_uint64,linear_spline,linear_spline,1024,lind,32800,1.47339e+06,699351,2.0708e+06,1,7610508
osm_cellids_200M_uint64,linear_spline,linear_regression,1024,gabs,16424,1.33491e+07,13580131,995163,6790066,13580131
osm_cellids_200M_uint64,linear_spline,linear_regression,1024,gind,16432,1.00741e+07,10218744,753227,3428679,10218744
osm_cellids_200M_uint64,linear_spline,linear_regression,1024,labs,24608,1.90324e+06,877299,2.66345e+06,1,13580131
osm_cellids_200M_uint64,linear_spline,linear_regression,1024,lind,32800,1.59785e+06,725894,2.14433e+06,1,7358031
osm_cellids_200M_uint64,cubic_spline,linear_spline,1024,gabs,16440,8.86776e+06,8966781,506528,4483391,8966781
osm_cellids_200M_uint64,cubic_spline,linear_spline,1024,gind,16448,7.76977e+06,7838696,431404,3355306,7838696
osm_cellids_200M_uint64,cubic_spline,linear_spline,1024,labs,24624,2.17538e+06,1179701,2.55798e+06,1,8966781
osm_cellids_200M_uint64,cubic_spline,linear_spline,1024,lind,32816,1.52152e+06,697609,2.01051e+06,1,7420322
osm_cellids_200M_uint64,cubic_spline,linear_regression,1024,gabs,16440,1.51523e+07,15449129,1.20324e+06,7724565,15449129
osm_cellids_200M_uint64,cubic_spline,linear_regression,1024,gind,16448,1.34912e+07,13729010,1.03436e+06,6004446,13729010
osm_cellids_200M_uint64,cubic_spline,linear_regression,1024,labs,24624,2.47977e+06,1031937,3.54952e+06,1,15449129
osm_cellids_200M_uint64,cubic_spline,linear_regression,1024,lind,32816,1.95155e+06,825624,2.679e+06,1,8929818
osm_cellids_200M_uint64,linear_regression,linear_spline,1024,gabs,16424,1.05271e+07,10648391,608107,5324196,10648391
osm_cellids_200M_uint64,linear_regression,linear_spline,1024,gind,16432,8.2305e+06,8301179,415249,2976984,8301179
osm_cellids_200M_uint64,linear_regression,linear_spline,1024,labs,24608,2.01124e+06,916363,2.58649e+06,1,10648391
osm_cellids_200M_uint64,linear_regression,linear_spline,1024,lind,32800,1.11686e+06,557928,1.31003e+06,1,5324290
osm_cellids_200M_uint64,linear_regression,linear_regression,1024,gabs,16424,6.72886e+06,6784833,338289,3392417,6784833
osm_cellids_200M_uint64,linear_regression,linear_regression,1024,gind,16432,6.28623e+06,6333117,307907,3106498,6333117
osm_cellids_200M_uint64,linear_regression,linear_regression,1024,labs,24608,1.56292e+06,792787,1.83365e+06,1,6784833
osm_cellids_200M_uint64,linear_regression,linear_regression,1024,lind,32800,1.26477e+06,617819,1.47995e+06,1,5723871
osm_cellids_200M_uint64,radix,linear_spline,1024,gabs,16416,1.20375e+07,12229221,857835,6114611,12229221
osm_cellids_200M_uint64,radix,linear_spline,1024,gind,16424,9.34496e+06,9465651,652423,3351041,9465651
osm_cellids_200M_uint64,radix,linear_spline,1024,labs,24600,3.28796e+06,1645365,3.60116e+06,1,12229221
osm_cellids_200M_uint64,radix,linear_spline,1024,lind,32792,1.74998e+06,903156,1.83181e+06,1,6184975
osm_cellids_200M_uint64,radix,linear_regression,1024,gabs,16416,2.0314e+07,20855761,1.86744e+06,10427881,20855761
osm_cellids_200M_uint64,radix,linear_regression,1024,gind,16424,1.35934e+07,13893738,1.3689e+06,3465858,13893738
osm_cellids_200M_uint64,radix,linear_regression,1024,labs,24600,2.73304e+06,1761753,3.60567e+06,1,20855761
osm_cellids_200M_uint64,radix,linear_regression,1024,lind,32792,2.11126e+06,1257863,2.35471e+06,1,10804187
osm_cellids_200M_uint64,linear_spline,linear_spline,2048,gabs,32808,1.03441e+07,10480497,672523,5240249,10480497
osm_cellids_200M_uint64,linear_spline,linear_spline,2048,gind,32816,7.38854e+06,7469038,499999,2228790,7469038
osm_cellids_200M_uint64,linear_spline,linear_spline,2048,labs,49184,1.41294e+06,607221,2.31233e+06,1,10480497
osm_cellids_200M_uint64,linear_spline,linear_spline,2048,lind,65568,809842,419415,1.16151e+06,1,5241353
osm_cellids_200M_uint64,linear_spline,linear_regression,2048,gabs,32808,1.9171e+07,19653949,1.71089e+06,9826975,19653949
osm_cellids_200M_uint64,linear_spline,linear_regression,2048,gind,32816,1.10428e+07,11289141,1.23535e+06,1462167,11289141
osm_cellids_200M_uint64,linear_spline,linear_regression,2048,labs,49184,1.73221e+06,465627,4.17237e+06,1,19653949
osm_cellids_200M_uint64,linear_spline,linear_regression,2048,lind,65568,1.15405e+06,398054,2.38684e+06,1,11252444
osm_cellids_200M_uint64,cubic_spline,linear_spline,2048,gabs,32824,9.71151e+06,9834389,601190,4917195,9834389
osm_cellids_200M_uint64,cubic_spline,linear_spline,2048,gind,32832,7.30027e+06,7371685,461242,2454491,7371685
osm_cellids_200M_uint64,cubic_spline,linear_spline,2048,labs,49200,1.51016e+06,659579,2.2121e+06,1,9834389
osm_cellids_200M_uint64,cubic_spline,linear_spline,2048,lind,65584,846160,383497,1.15583e+06,1,5126567
osm_cellids_200M_uint64,cubic_spline,linear_regression,2048,gabs,32824,1.9104e+07,19584163,1.70341e+06,9792082,19584163
osm_cellids_200M_uint64,cubic_spline,linear_regression,2048,gind,32832,1.34461e+07,13725257,1.26183e+06,3933176,13725257
osm_cellids_200M_uint64,cubic_spline,linear_regression,2048,labs,49200,1.90069e+06,490319,4.1263e+06,1,19584163
