dataset,n_keys,layer1,layer2,n_models,bounds,search,size_in_bytes,rep,n_samples,lookup_time,lookup_accu
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,64,gind,binary,1088,1,20000000,17261759652,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,64,gind,binary,1088,2,20000000,17287190764,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,64,labs,binary,1584,0,20000000,15857949246,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,64,labs,binary,1584,1,20000000,15859160670,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,64,labs,binary,1584,2,20000000,15868731684,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,64,lind,model_biased_binary,2096,0,20000000,15532924619,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,64,lind,model_biased_binary,2096,1,20000000,15545456531,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,64,lind,model_biased_binary,2096,2,20000000,15533671952,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,64,lind,binary,2096,0,20000000,16088214776,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,64,lind,binary,2096,1,20000000,16085310682,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,64,lind,binary,2096,2,20000000,16072114265,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,none,model_biased_exponential,2096,0,20000000,17745586281,2000207195880475
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,none,model_biased_exponential,2096,1,20000000,17746272496,2000207195880475
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,none,model_biased_exponential,2096,2,20000000,17744568781,2000207195880475
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,gabs,binary,2104,0,20000000,16207618745,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,gabs,binary,2104,1,20000000,16199546261,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,gabs,binary,2104,2,20000000,16206323309,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,gind,model_biased_binary,2112,0,20000000,15611219043,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,gind,model_biased_binary,2112,1,20000000,15610212564,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,gind,model_biased_binary,2112,2,20000000,15598786391,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,gind,binary,2112,0,20000000,16198321332,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,gind,binary,2112,1,20000000,16199917960,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,gind,binary,2112,2,20000000,16200167550,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,labs,binary,3120,0,20000000,14966457941,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,labs,binary,3120,1,20000000,14955914179,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,labs,binary,3120,2,20000000,14957640860,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,lind,model_biased_binary,4144,0,20000000,14502465413,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,lind,model_biased_binary,4144,1,20000000,14513917181,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,lind,model_biased_binary,4144,2,20000000,14501017782,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,lind,binary,4144,0,20000000,14990905067,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,lind,binary,4144,1,20000000,14996282771,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,128,lind,binary,4144,2,20000000,14989585634,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,none,model_biased_exponential,4144,0,20000000,16791296234,2000207196058553
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,none,model_biased_exponential,4144,1,20000000,16789904206,2000207196058553
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,none,model_biased_exponential,4144,2,20000000,16790716234,2000207196058553
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,gabs,binary,4152,0,20000000,15283225786,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,gabs,binary,4152,1,20000000,15281323188,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,gabs,binary,4152,2,20000000,15281523483,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,gind,model_biased_binary,4160,0,20000000,14897741261,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,gind,model_biased_binary,4160,1,20000000,14908649316,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,gind,model_biased_binary,4160,2,20000000,14898615893,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,gind,binary,4160,0,20000000,15561984576,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,gind,binary,4160,1,20000000,15548384740,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,gind,binary,4160,2,20000000,15559015940,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,labs,binary,6192,0,20000000,14251697947,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,labs,binary,6192,1,20000000,14262946945,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,labs,binary,6192,2,20000000,14264185268,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,lind,model_biased_binary,8240,0,20000000,13933251793,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,lind,model_biased_binary,8240,1,20000000,13933487906,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,lind,model_biased_binary,8240,2,20000000,13943933116,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,lind,binary,8240,0,20000000,14432741962,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,lind,binary,8240,1,20000000,14420052660,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,256,lind,binary,8240,2,20000000,14421221381,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,none,model_biased_exponential,8240,0,20000000,15382551527,2000207195445661
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,none,model_biased_exponential,8240,1,20000000,15382794343,2000207195445661
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,none,model_biased_exponential,8240,2,20000000,15382470546,2000207195445661
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,gabs,binary,8248,0,20000000,14499531453,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,gabs,binary,8248,1,20000000,14500093819,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,gabs,binary,8248,2,20000000,14511667966,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,gind,model_biased_binary,8256,0,20000000,14011010449,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,gind,model_biased_binary,8256,1,20000000,14000715174,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,gind,model_biased_binary,8256,2,20000000,14011006631,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,gind,binary,8256,0,20000000,14457961796,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,gind,binary,8256,1,20000000,14468382814,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,gind,binary,8256,2,20000000,14456310481,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,labs,binary,12336,0,20000000,13523747746,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,labs,binary,12336,1,20000000,13524997613,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,labs,binary,12336,2,20000000,13536911342,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,lind,model_biased_binary,16432,0,20000000,13189298110,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,lind,model_biased_binary,16432,1,20000000,13177933394,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,lind,model_biased_binary,16432,2,20000000,13188680078,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,lind,binary,16432,0,20000000,13643733995,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,lind,binary,16432,1,20000000,13643112463,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,512,lind,binary,16432,2,20000000,13632807100,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,none,model_biased_exponential,16432,0,20000000,14672454506,2000207196952367
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,none,model_biased_exponential,16432,1,20000000,14683089474,2000207196952367
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,none,model_biased_exponential,16432,2,20000000,14681223599,2000207196952367
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,gabs,binary,16440,0,20000000,14088869530,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,gabs,binary,16440,1,20000000,14079950532,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,gabs,binary,16440,2,20000000,14091268925,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,gind,model_biased_binary,16448,0,20000000,13547031853,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,gind,model_biased_binary,16448,1,20000000,13538157296,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,gind,model_biased_binary,16448,2,20000000,13538094295,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,gind,binary,16448,0,20000000,14145005504,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,gind,binary,16448,1,20000000,14143828723,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,gind,binary,16448,2,20000000,14132923298,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,labs,binary,24624,0,20000000,13095732739,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,labs,binary,24624,1,20000000,13109766055,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,labs,binary,24624,2,20000000,13099509322,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,lind,model_biased_binary,32816,0,20000000,12634366748,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,lind,model_biased_binary,32816,1,20000000,12644985080,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,lind,model_biased_binary,32816,2,20000000,12645275465,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,lind,binary,32816,0,20000000,13107568247,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,lind,binary,32816,1,20000000,13098076907,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,1024,lind,binary,32816,2,20000000,13108470820,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,none,model_biased_exponential,32816,0,20000000,14182977290,2000207194378438
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,none,model_biased_exponential,32816,1,20000000,14192613686,2000207194378438
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,none,model_biased_exponential,32816,2,20000000,14192977372,2000207194378438
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,gabs,binary,32824,0,20000000,13891847970,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,gabs,binary,32824,1,20000000,13903800837,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,gabs,binary,32824,2,20000000,13894917636,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,gind,model_biased_binary,32832,0,20000000,13376511084,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,gind,model_biased_binary,32832,1,20000000,13377377437,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,gind,model_biased_binary,32832,2,20000000,13388330611,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,gind,binary,32832,0,20000000,13957377265,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,gind,binary,32832,1,20000000,13968321481,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,gind,binary,32832,2,20000000,13960154987,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,labs,binary,49200,0,20000000,12840826691,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,labs,binary,49200,1,20000000,12839170910,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,labs,binary,49200,2,20000000,12840695901,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,lind,model_biased_binary,65584,0,20000000,12351343503,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,lind,model_biased_binary,65584,1,20000000,12351613743,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,lind,model_biased_binary,65584,2,20000000,12351827155,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,lind,binary,65584,0,20000000,12848982305,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,lind,binary,65584,1,20000000,12850307897,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,2048,lind,binary,65584,2,20000000,12849369075,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,none,model_biased_linear,65584,0,20000000,48479292141,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,none,model_biased_exponential,65584,0,20000000,11933694215,2000207194903417
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,none,model_biased_exponential,65584,1,20000000,11932798711,2000207194903417
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,none,model_biased_exponential,65584,2,20000000,11934295749,2000207194903417
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,gabs,binary,65592,0,20000000,12132156593,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,gabs,binary,65592,1,20000000,12121056229,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,gabs,binary,65592,2,20000000,12132606783,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,gind,model_biased_binary,65600,0,20000000,11693674578,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,gind,model_biased_binary,65600,1,20000000,11694708091,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,gind,model_biased_binary,65600,2,20000000,11683400488,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,gind,binary,65600,0,20000000,12307914277,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,gind,binary,65600,1,20000000,12307850456,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,gind,binary,65600,2,20000000,12306844254,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,labs,binary,98352,0,20000000,11046491500,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,labs,binary,98352,1,20000000,11048230371,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,labs,binary,98352,2,20000000,11058207379,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,lind,model_biased_binary,131120,0,20000000,10630551848,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,lind,model_biased_binary,131120,1,20000000,10642111748,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,lind,model_biased_binary,131120,2,20000000,10631144560,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,lind,binary,131120,0,20000000,11310944582,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,lind,binary,131120,1,20000000,11310155108,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,4096,lind,binary,131120,2,20000000,11300289757,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,none,model_biased_linear,131120,0,20000000,20925680936,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,none,model_biased_linear,131120,1,20000000,20928082618,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,none,model_biased_linear,131120,2,20000000,20939314921,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,none,model_biased_exponential,131120,0,20000000,9824774171,2000207195517726
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,none,model_biased_exponential,131120,1,20000000,9823273919,2000207195517726
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,none,model_biased_exponential,131120,2,20000000,9824384377,2000207195517726
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,gabs,binary,131128,0,20000000,10881373292,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,gabs,binary,131128,1,20000000,10882386079,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,gabs,binary,131128,2,20000000,10882918308,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,gind,model_biased_binary,131136,0,20000000,10241201569,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,gind,model_biased_binary,131136,1,20000000,10241642289,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,gind,model_biased_binary,131136,2,20000000,10230571749,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,gind,binary,131136,0,20000000,10889852480,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,gind,binary,131136,1,20000000,10879621063,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,gind,binary,131136,2,20000000,10878660373,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,labs,binary,196656,0,20000000,8990469797,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,labs,binary,196656,1,20000000,9002384702,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,labs,binary,196656,2,20000000,8991234345,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,lind,model_biased_binary,262192,0,20000000,8733905769,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,lind,model_biased_binary,262192,1,20000000,8734012185,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,lind,model_biased_binary,262192,2,20000000,8734967116,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,lind,binary,262192,0,20000000,9179640938,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,lind,binary,262192,1,20000000,9181514492,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8192,lind,binary,262192,2,20000000,9169442645,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,none,model_biased_linear,262192,0,20000000,12674075666,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,none,model_biased_linear,262192,1,20000000,12662561538,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,none,model_biased_linear,262192,2,20000000,12672391697,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,none,model_biased_exponential,262192,0,20000000,7916083740,2000207200886933
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,none,model_biased_exponential,262192,1,20000000,7914818953,2000207200886933
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,none,model_biased_exponential,262192,2,20000000,7915560720,2000207200886933
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,gabs,binary,262200,0,20000000,9538232312,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,gabs,binary,262200,1,20000000,9527606067,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,gabs,binary,262200,2,20000000,9527619733,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,gind,model_biased_binary,262208,0,20000000,9015162481,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,gind,model_biased_binary,262208,1,20000000,9026868908,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,gind,model_biased_binary,262208,2,20000000,9015481678,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,gind,binary,262208,0,20000000,9857416526,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,gind,binary,262208,1,20000000,9855745204,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,gind,binary,262208,2,20000000,9856510977,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,labs,binary,393264,0,20000000,7391304075,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,labs,binary,393264,1,20000000,7392528260,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,labs,binary,393264,2,20000000,7393236473,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,lind,model_biased_binary,524336,0,20000000,7197238109,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,lind,model_biased_binary,524336,1,20000000,7198531353,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,lind,model_biased_binary,524336,2,20000000,7186996403,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,lind,binary,524336,0,20000000,7556022397,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,lind,binary,524336,1,20000000,7546059924,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16384,lind,binary,524336,2,20000000,7545464884,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,none,model_biased_linear,524336,0,20000000,8613445111,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,none,model_biased_linear,524336,1,20000000,8623681691,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,none,model_biased_linear,524336,2,20000000,8614556542,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,none,model_biased_exponential,524336,0,20000000,6249475245,2000207204700248
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,none,model_biased_exponential,524336,1,20000000,6237473750,2000207204700248
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,none,model_biased_exponential,524336,2,20000000,6248748633,2000207204700248
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,gabs,binary,524344,0,20000000,8865876335,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,gabs,binary,524344,1,20000000,8865627548,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,gabs,binary,524344,2,20000000,8867618471,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,gind,model_biased_binary,524352,0,20000000,7777865722,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,gind,model_biased_binary,524352,1,20000000,7777895081,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,gind,model_biased_binary,524352,2,20000000,7777922072,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,gind,binary,524352,0,20000000,8492688855,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,gind,binary,524352,1,20000000,8491296793,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,gind,binary,524352,2,20000000,8491767201,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,labs,binary,786480,0,20000000,6212917258,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,labs,binary,786480,1,20000000,6202140380,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,labs,binary,786480,2,20000000,6212008930,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,lind,model_biased_binary,1048624,0,20000000,6050650545,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,lind,model_biased_binary,1048624,1,20000000,6041431399,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,lind,model_biased_binary,1048624,2,20000000,6041994565,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,lind,binary,1048624,0,20000000,6386980862,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,lind,binary,1048624,1,20000000,6388559753,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32768,lind,binary,1048624,2,20000000,6384762793,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,65536,none,model_biased_linear,1048624,0,20000000,6772614074,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,65536,none,model_biased_linear,1048624,1,20000000,6759272032,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,65536,none,model_biased_linear,1048624,2,20000000,6771089206,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,65536,none,model_biased_exponential,1048624,0,20000000,5180546283,2000207205683632
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,65536,none,model_biased_exponential,1048624,1,20000000,5191229823,2000207205683632
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,65536,none,model_biased_exponential,1048624,2,20000000,5180658142,2000207205683632
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,65536,gabs,binary,1048632,0,20000000,8009656975,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,65536,gabs,binary,1048632,1,20000000,8021033898,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,65536,gabs,binary,1048632,2,20000000,8008637037,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,65536,gind,model_biased_binary,1048640,0,20000000,7179679445,2000207165423453
